6,5
6,3
6,7
6,4
6,5
6,6
6,4
7,15
7,13
7,12
7,13
7,20
7,18
7,25
8,10
8,15
8,20
8,19
8,21
8,22
8,23
9,14
9,12
9,13
9,15
9,10
9,11
9,9
10,9
10,13
10,7
10,8
10,12
10,8
10,14
11,15
11,20
11,18
11,19
11,21
11,25
11,30
12,22
12,25
12,26
12,24
12,28
12,30
12,35
13,20
13,18
13,16
13,17
13,15
13,16
13,18
14,15
14,11
14,12
14,10
14,9
14,10
14,11
15,4
15,3
15,3
15,5
15,8
15,6
15,7
16,7
16,3
16,6
16,4
16,5
16,3
16,4
17,10
17,15
17,18
17,16
17,17
17,20
17,19
18,20
18,25
18,28
18,27
18,26
18,25
18,28
19,30
19,29
19,28
19,30
19,31
19,35
19,34
20,25
20,24
20,23
20,22
20,24
20,21
20,20
